study;condition_arm1;condition_arm2;multi_arm1;multi_arm2;outcome_type;instrument;rating;instrument_symptom;primary_instrument;cov_time_point;study_time_point;time_weeks;time_days;primary_timepoint;post_crossover;n_arm1;mean_arm1;sd_arm1;n_arm2;mean_arm2;sd_arm2;n_change_arm1;mean_change_arm1;sd_change_arm1;n_change_arm2;mean_change_arm2;sd_change_arm2;event_arm1;totaln_arm1;event_arm2;totaln_arm2;baseline_m_arm1;baseline_sd_arm1;baseline_n_arm1;baseline_m_arm2;baseline_sd_arm2;baseline_n_arm2;d1;d2;d3;d4;d5;rob;year;drug_arm1;drug_arm2;dose_arm1;dose_arm2;name_arm1;name_arm2;n_dosing_sessions;cumulative_dose_arm1;cumulative_dose_arm2;dose_days;dose_weeks;mean_age;percent_women;diagnosis;target_group;design;blinding;doi;registration_number;full_ref;.id;.g;.g_se;.log_rr;.log_rr_se;.event_arm1;.event_arm2;.totaln_arm1;.totaln_arm2
Mitchell 2023;mdma;pcb;NA;NA;remission;caps-5;clinician;ptsd;1;Post-third dose 1;Week 18;18,00;126;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24;52;9;42;39,5;13,1041978007049;53;38,7;7,77817459305202;50;Low;Low;Low;Low;Low;Low;2023;MDMA;placebo;120 mg;120 mg;MDMA-AT;placebo with therapy;3;320;320;63;9,00;39,0826923076923;71,1884615384615;ptsd;moderate to severe ptsd;parallel;double-blind;10.1038/s41591-023-02565-4;NCT04077437;Mitchell, J.M., Ot'alora G, M., van der Kolk, B., Shannon, S., Bogenschutz, M., Gelfand, Y., Paleos, C., Nicholas, C.R., Quevedo, S., Balliett, B., Hamilton, S., Mithoefer, M., Kleiman, S., Parker-Guilbert, K., Tzarfaty, K., Harrison, C., de Boer, A., Doblin, R., Yazar-Klosinski, B. (2023). MDMA-assisted therapy for moderate to severe PTSD: a randomized, placebo-controlled phase 3 trial. Nat Med, 29(10), 2473-2480, https://doi.org/10.1038/s41591-023-02565-4;Mitchell2023_remission_caps-5_Week18_18.00_clinician_mdma_pcb_NA_NA;-0,62618367398724706;0,257887055967076;0,7672551527136674;0,331266485985958;24;9;52;42
Mithoefer 2018;mdma;mdma;125 mg;75 mg;change;caps-iv;clinician;ptsd;0;Post-second dose 1;Month 1 after second experimental session;8,00;56;1;0;NA;NA;NA;NA;NA;NA;12;-44,3;28,700000000000;7;-58,3;9,8000000000000;NA;NA;NA;NA;89,7;17,3000000000000;12;82,4;17,30000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;125 mg;75 mg;125 mg group;75 mg group;2;250;150;28;4,00;36,4263157894737;26,0000000000000;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_change_caps-iv_Month1aftersecondexperimentalsession_8.00_clinician_mdma_mdma_125mg_75mg;0,56168208058431368;0,485066326089234;NA;NA;NA;NA;NA;NA
Mithoefer 2018;mdma;mdma;125 mg;30 mg;change;caps-iv;clinician;ptsd;0;Post-second dose 1;Month 1 after second experimental session;8,00;56;1;0;NA;NA;NA;NA;NA;NA;12;-44,3;28,700000000000;7;-11,4;12,7000000000000;NA;NA;NA;NA;89,7;17,3000000000000;12;87,4;14,10000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;125 mg;30 mg;125 mg group;30 mg group;2;250;60;28;4,00;40,1473684210526;31,5263157894737;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_change_caps-iv_Month1aftersecondexperimentalsession_8.00_clinician_mdma_mdma_125mg_30mg;-1,29393130904660048;0,523905797758042;NA;NA;NA;NA;NA;NA
Mithoefer 2018;mdma;mdma;75 mg;30 mg;change;caps-iv;clinician;ptsd;0;Post-second dose 1;Month 1 after second experimental session;8,00;56;1;0;NA;NA;NA;NA;NA;NA;7;-58,3;9,800000000000;7;-11,4;12,7000000000000;NA;NA;NA;NA;82,4;17,3000000000000;7;87,4;14,10000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;75 mg;30 mg;75 mg group;30 mg group;2;150;60;28;4,00;34,1500000000000;21,5000000000000;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_change_caps-iv_Month1aftersecondexperimentalsession_8.00_clinician_mdma_mdma_75mg_30mg;-3,87077073672059990;0,946716806989775;NA;NA;NA;NA;NA;NA
Mithoefer 2018;mdma;mdma;125 mg;75 mg;msd;caps-iv;clinician;ptsd;1;Post-second dose 1;Month 1 after second experimental session;8,00;56;1;0;12;45,3;33,8000000000000;7;24,1;17,20000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;89,7;17,3000000000000;12;82,4;17,30000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;125 mg;75 mg;125 mg group;75 mg group;2;250;150;28;4,00;36,4263157894737;26,0000000000000;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_msd_caps-iv_Month1aftersecondexperimentalsession_8.00_clinician_mdma_mdma_125mg_75mg;0,69720814287240929;0,490112156290441;NA;NA;NA;NA;NA;NA
Mithoefer 2018;mdma;mdma;125 mg;30 mg;msd;caps-iv;clinician;ptsd;1;Post-second dose 1;Month 1 after second experimental session;8,00;56;1;0;12;45,3;33,8000000000000;7;76,0;23,40000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;89,7;17,3000000000000;12;87,4;14,10000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;125 mg;30 mg;125 mg group;30 mg group;2;250;60;28;4,00;40,1473684210526;31,5263157894737;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_msd_caps-iv_Month1aftersecondexperimentalsession_8.00_clinician_mdma_mdma_125mg_30mg;-0,96033605846363124;0,502780959933676;NA;NA;NA;NA;NA;NA
Mithoefer 2018;mdma;mdma;75 mg;30 mg;msd;caps-iv;clinician;ptsd;1;Post-second dose 1;Month 1 after second experimental session;8,00;56;1;0;7;24,1;17,2000000000000;7;76,0;23,40000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;82,4;17,3000000000000;7;87,4;14,10000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;75 mg;30 mg;75 mg group;30 mg group;2;150;60;28;4,00;34,1500000000000;21,5000000000000;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_msd_caps-iv_Month1aftersecondexperimentalsession_8.00_clinician_mdma_mdma_75mg_30mg;-2,36603070247421021;0,716825914415980;NA;NA;NA;NA;NA;NA
Mithoefer 2018;mdma;mdma;125 mg;75 mg;msd;caps-iv;clinician;ptsd;1;Follow-up 1;Month 12;52,18;365;0;1;12;37,8;21,4000000000000;7;28,3;23,00000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;89,7;17,3000000000000;12;82,4;17,30000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;125 mg;75 mg;125 mg group;75 mg group;0;0;0;NA;NA;36,4263157894737;26,0000000000000;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_msd_caps-iv_Month12_52.18_clinician_mdma_mdma_125mg_75mg;0,41289573988701977;0,480736232377508;NA;NA;NA;NA;NA;NA
Mithoefer 2018;mdma;mdma;125 mg;30 mg;msd;caps-iv;clinician;ptsd;1;Follow-up 1;Month 12;52,18;365;0;1;12;37,8;21,4000000000000;7;52,7;41,20000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;89,7;17,3000000000000;12;87,4;14,10000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;125 mg;30 mg;125 mg group;30 mg group;0;0;0;NA;NA;40,1473684210526;31,5263157894737;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_msd_caps-iv_Month12_52.18_clinician_mdma_mdma_125mg_30mg;-0,47563870557199939;0,482405612048798;NA;NA;NA;NA;NA;NA
Mithoefer 2018;mdma;mdma;75 mg;30 mg;msd;caps-iv;clinician;ptsd;1;Follow-up 1;Month 12;52,18;365;0;1;7;28,3;23,0000000000000;7;52,7;41,20000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;82,4;17,3000000000000;7;87,4;14,10000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;75 mg;30 mg;75 mg group;30 mg group;0;0;0;NA;NA;34,1500000000000;21,5000000000000;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_msd_caps-iv_Month12_52.18_clinician_mdma_mdma_75mg_30mg;-0,68462719253471394;0,552100176360551;NA;NA;NA;NA;NA;NA
Mithoefer 2018;mdma;mdma;125 mg;75 mg;response;caps-iv;clinician;ptsd;1;Post-second dose 1;Month 1 after second experimental session;8,00;56;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;12;7;7;89,7;17,3000000000000;12;82,4;17,30000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;125 mg;75 mg;125 mg group;75 mg group;2;250;150;28;4,00;36,4263157894737;26,0000000000000;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_response_caps-iv_Month1aftersecondexperimentalsession_8.00_clinician_mdma_mdma_125mg_75mg;NA;NA;-0,4054651081081644;0,204124145231932;8;7;12;7
Mithoefer 2018;mdma;mdma;125 mg;30 mg;response;caps-iv;clinician;ptsd;1;Post-second dose 1;Month 1 after second experimental session;8,00;56;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;12;2;7;89,7;17,3000000000000;12;87,4;14,10000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;125 mg;30 mg;125 mg group;30 mg group;2;250;60;28;4,00;40,1473684210526;31,5263157894737;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_response_caps-iv_Month1aftersecondexperimentalsession_8.00_clinician_mdma_mdma_125mg_30mg;-0,84759844920572880;0,571629965315447;0,8472978603872037;0,631513676660707;8;2;12;7
Mithoefer 2018;mdma;mdma;75 mg;30 mg;response;caps-iv;clinician;ptsd;1;Post-second dose 1;Month 1 after second experimental session;8,00;56;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;7;2;7;82,4;17,3000000000000;7;87,4;14,10000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;75 mg;30 mg;75 mg group;30 mg group;2;150;60;28;4,00;34,1500000000000;21,5000000000000;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_response_caps-iv_Month1aftersecondexperimentalsession_8.00_clinician_mdma_mdma_75mg_30mg;NA;NA;1,2527629684953681;0,597614304667197;7;2;7;7
Mithoefer 2018;mdma;mdma;125 mg;75 mg;remission;caps-iv;clinician;ptsd;1;Post-second dose 1;Month 1 after second experimental session;8,00;56;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;12;6;7;89,7;17,3000000000000;12;82,4;17,30000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;125 mg;75 mg;125 mg group;75 mg group;2;250;150;28;4,00;36,4263157894737;26,0000000000000;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_remission_caps-iv_Month1aftersecondexperimentalsession_8.00_clinician_mdma_mdma_125mg_75mg;0,76641614564734728;0,677377455597490;-0,3848458209054285;0,288675134594813;7;6;12;7
Mithoefer 2018;mdma;mdma;125 mg;30 mg;remission;caps-iv;clinician;ptsd;1;Post-second dose 1;Month 1 after second experimental session;8,00;56;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;12;2;7;89,7;17,3000000000000;12;87,4;14,10000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;125 mg;30 mg;125 mg group;30 mg group;2;250;60;28;4,00;40,1473684210526;31,5263157894737;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_remission_caps-iv_Month1aftersecondexperimentalsession_8.00_clinician_mdma_mdma_125mg_30mg;-0,65975825542292688;0,563019147323123;0,7137664677626812;0,645497224367903;7;2;12;7
Mithoefer 2018;mdma;mdma;75 mg;30 mg;remission;caps-iv;clinician;ptsd;1;Post-second dose 1;Month 1 after second experimental session;8,00;56;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;7;2;7;82,4;17,3000000000000;7;87,4;14,10000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;75 mg;30 mg;75 mg group;30 mg group;2;150;60;28;4,00;34,1500000000000;21,5000000000000;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_remission_caps-iv_Month1aftersecondexperimentalsession_8.00_clinician_mdma_mdma_75mg_30mg;-1,39772677338935125;0,753258672965066;1,0986122886681098;0,617213399848368;6;2;7;7
Mithoefer 2018;mdma;mdma;125 mg;75 mg;remission;caps-iv;clinician;ptsd;1;Follow-up 1;Month 12;52,18;365;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;12;5;7;89,7;17,3000000000000;12;82,4;17,30000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;125 mg;75 mg;125 mg group;75 mg group;0;0;0;NA;NA;36,4263157894737;26,0000000000000;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_remission_caps-iv_Month12_52.18_clinician_mdma_mdma_125mg_75mg;0,11751688374119089;0,571629965315447;-0,0689928714869516;0,314339822182179;8;5;12;7
Mithoefer 2018;mdma;mdma;125 mg;30 mg;remission;caps-iv;clinician;ptsd;1;Follow-up 1;Month 12;52,18;365;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;12;3;7;89,7;17,3000000000000;12;87,4;14,10000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;125 mg;30 mg;125 mg group;30 mg group;0;0;0;NA;NA;40,1473684210526;31,5263157894737;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_remission_caps-iv_Month12_52.18_clinician_mdma_mdma_125mg_30mg;-0,51654639633226163;0,539720671247379;0,4418327522790392;0,481812055829716;8;3;12;7
Mithoefer 2018;mdma;mdma;75 mg;30 mg;remission;caps-iv;clinician;ptsd;1;Follow-up 1;Month 12;52,18;365;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;7;3;7;82,4;17,3000000000000;7;87,4;14,10000000000000;7;Low;Low;Low;Low;Low;Low;2018;MDMA;MDMA;75 mg;30 mg;75 mg group;30 mg group;0;0;0;NA;NA;34,1500000000000;21,5000000000000;ptsd;veterans, firefighters, or police officers with chronic ptsd resulting from traumatic experience during their service;crossover;double-blind;10.1016/S2215-0366(18)30135-4;NCT01211405;Mithoefer, M.C., Mithoefer, A.T., Feduccia, A.A., Jerome, L., Wagner, M., Wymer, J., Holland, J., Hamilton, S., Yazar-Klosinski, B., Emerson, A., Doblin, R. (2018). 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial. Lancet Psychiatry, 5(6), 486-497. https://doi.org/10.1016/S2215-0366(18)30135-4;Mithoefer2018_remission_caps-iv_Month12_52.18_clinician_mdma_mdma_75mg_30mg;-0,62141574124220023;0,624569097076537;0,5108256237659907;0,497613351528119;5;3;7;7
